Business Name,Phone,Email,Website,City,ZIP,Google Category,Rating,Reviews,Source Search,Qualification Status,Qualification Reason,Service Type,Confidence,Primary Region,City/Location Note,Ownership Type,Ownership Confidence,Ownership Notes,Outreach Priority,Priority Reason,Data Status,Google Maps URL
Bruin Waste - Delta Branch,(970) 835-8886,OfficeSanMiguel@bruinwaste.com; OfficeMontrose@bruinwaste.com; OfficeMesa@bruinwaste.com; OfficeGarfield@bruinwaste.com; OfficeDelta@bruinwaste.com; OfficeMontezuma@bruinwaste.com; OfficeDolores@bruinwaste.com; OfficeArchuleta@bruinwaste.com,http://www.bruinwaste.com/,Austin,81410,Garbage collection service,3.2,31,Both,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,Northern Colorado,(970 area code — N.CO or W.Slope),Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bruin%20Waste%20-%20Delta%20Branch\&query\_place\_id=ChIJvUKjdbizQIcRiyVEIh3nrsY
Mountain Ace Dumpsters,(303) 619-4849,mountainacedumpsters@gmail.com,http://mountainacedumpsters.com/,Bailey,80421,Dumpster rental service,5,32,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Mountain Towns/High Country,Bailey,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Mountain%20Ace%20Dumpsters\&query\_place\_id=ChIJN-oIouLX1ooRCI6XeiOgKvM
Mountain View Waste System,(303) 838-0560,cs@mountainviewwaste.com,http://mountainviewwaste.com/,Bailey,80421,Garbage collection service,2.7,274,Both,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,Mountain Towns/High Country,Bailey,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Mountain%20View%20Waste%20System\&query\_place\_id=ChIJnRHAvUkNa4cRUy9Cbjm0WuY
Rob and Mike's Hauling,(970) 613-9642,Robandmikeshauling@gmail.com,https://robandmikeshauling.com/,Berthoud,80513,Dumpster rental service,4.9,32,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Northern Colorado,Berthoud,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Rob%20and%20Mike's%20Hauling\&query\_place\_id=ChIJX1E0GZtTaYcRqfXhieeURpE
United Waste,(970) 532-0803,office@united-waste.com,http://www.united-waste.com/,Berthoud,80513,Waste management service,3.3,60,Commercial Dumpster Rental,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Northern Colorado,Berthoud,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=United%20Waste\&query\_place\_id=ChIJxzgNx3ZVaYcRqMNx0lfeSMQ
Summit roll-offs,(970) 406-1289,summitrolloffs@yahoo.com,http://summitrolloffs.com/,Breckenridge,80424,Waste management service,3.7,6,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Mountain Towns/High Country,Breckenridge,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Summit%20roll-offs\&query\_place\_id=ChIJye3hmodZaocRhqiY5pwyOfY
Bullseye Bins,(720) 742-2048,brandon@bullseyebin.com,https://bullseyebin.com/,Brighton,80603,Dumpster rental service,4.6,11,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,Brighton,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bullseye%20Bins\&query\_place\_id=ChIJ3xAg-ttBbIcRMQEPsmckp0Y
Roll Off Xpress,(303) 759-0706,rox-co@rolloffxpress.com,https://rolloffxpress.com/,Brighton,80601,Waste management service,,,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Denver Metro,Brighton,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Roll%20Off%20Xpress\&query\_place\_id=ChIJ1RLZdyvxUKgRBk3k33stHBE
Rent a Dumpster Source,(800) 618-9772,info@DumpsterSource.com,http://www.dumpstersource.com/Dumpster\_Rentals/CO/Colorado-CO.html?pmc=MAPS,Burlington,80807,Waste management service,,,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Unknown/Statewide,Burlington,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Rent%20a%20Dumpster%20Source\&query\_place\_id=ChIJW7M\_dumyDIcRLEfmUw4t6xY
Iron Knight Disposal,(719) 683-6200,Service@ironknightdisposal.com,http://ironknightdisposal.com/,Calhan,80808,Garbage collection service,4.7,15,Both,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,CO Springs/Pikes Peak,(719 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Iron%20Knight%20Disposal\&query\_place\_id=ChIJCcWkhZqFaEERWfBHNKRY-d4
Colorado Site Services,(970) 963-2482,Sales@Cositeservices.com; info@mydomain.com; accouniting@cositeservices.com,https://cositeservices.com/,Carbondale,81623,Waste management service,4.1,7,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Western Slope,Carbondale,Regional Independent,Medium,State/regional branding in business name,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Colorado%20Site%20Services\&query\_place\_id=ChIJE1pqwuyrQYcRenpMzUCkzHg
Expert Disposal,(303) 814-1804,info@expertdisposal.com,http://www.expertdisposal.com/,Castle Rock,80109,Dumpster rental service,4.9,25,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,Castle Rock,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Expert%20Disposal\&query\_place\_id=ChIJ6avjy7mZbIcRNsXksqun50Q
Alternative Dumpster Rentals,(719) 246-1108,alternativedumpsterrentals@gmail.com,https://ayoder67.wixsite.com/alternativedumpste-1,Cañon City,81212,Junk removal service,5,6,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,CO Springs/Pikes Peak,(719 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Alternative%20Dumpster%20Rentals\&query\_place\_id=ChIJeQLQPP8InEgRR3atyVP\_QoU
Junk-N-Haul South Denver,(719) 298-3089,info@junknhaul.com,https://junknhaul.com/junk-removal-castle-rock-co/,Centennial,80112,Junk removal service,4.9,114,Both,Not Qualified,No qualifying dumpster/roll-off signals found,N/A,Low,Denver Metro,Centennial,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Junk-N-Haul%20South%20Denver\&query\_place\_id=ChIJq-lNWlOZbIcRzzDgNqqud74
V\&J Junk Removal,(909) 541-3908,vandjjunkremoval@gmail.com,https://vjjunkremoval.com/,Centennial,80111,Junk removal service,5,391,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Denver Metro,Centennial,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=V%26J%20Junk%20Removal\&query\_place\_id=ChIJF8YEqRSKk0QR1t8tFr9\_0og
"Mountain Disposal, Inc",(719) 489-3456,info@mountaindisposal.com,http://mountaindisposal.com/,Colorado City,81019,Garbage collection service,3.2,57,Both,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,CO Springs/Pikes Peak,(719 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Mountain%20Disposal%2C%20Inc\&query\_place\_id=ChIJ\_SJA9RruE4cR4DUJwBJyQts
All American Dumpster,(719) 330-4226,719aad@gmail.com,https://allamericandumpster.com/,Colorado Springs,80905,Dumpster rental service,5,57,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=All%20American%20Dumpster\&query\_place\_id=ChIJpw6v8tenTKEROhfdVuJTTRA
American Sanitation Inc,(719) 678-1974,info@americansanitationinc.com; %20info@americansanitationinc.com,https://americansanitationinc.com/,Colorado Springs,80904,Waste management service,5,39,Commercial Dumpster Rental,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=American%20Sanitation%20Inc\&query\_place\_id=ChIJtRexEKzcVYkR9m00chn2GKs
Bin There Dump That Colorado Springs,(719) 686-8613,infocos@bintheredumpthat.com,https://www.bintheredumpthat.com/colorado-springs-dumpster-rentals/?utm\_source=google\&utm\_medium=gbp-colorado-springs\&utm\_campaign=landing-page,Colorado Springs,80919,Dumpster rental service,4.9,678,Both,Qualified,Known franchise dumpster brand + category/name match,Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Franchise/National Brand,High,Known franchise brand name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bin%20There%20Dump%20That%20Colorado%20Springs\&query\_place\_id=ChIJAbj1irhaE4cREPUdwUGCIDU
Bin There Dump That Dumpster Rental,(719) 402-1777,infocos@bintheredumpthat.com,https://www.bintheredumpthat.com/colorado-springs-dumpster-rentals/?utm\_source=google\&utm\_medium=gmb-cos-drennan\&utm\_campaign=landing-page,Colorado Springs,80910,Dumpster rental service,5,11,Both,Qualified,Known franchise dumpster brand + category/name match,Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Franchise/National Brand,High,Known franchise brand name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Bin%20There%20Dump%20That%20Dumpster%20Rental\&query\_place\_id=ChIJ5RXrw5tDE4cR1u-sYDZtWdc
Colorado Springs Transfer Station,(719) 390-1859,Helen.Grigg@WasteConnections.com; SpecialWaste4100@wcnx.org,https://www.wasteconnections.com/colorado-springs-transfer,Colorado Springs,80911,Waste management service,2.3,62,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,CO Springs/Pikes Peak,Colorado Springs,Regional Independent,Medium,State/regional branding in business name,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Colorado%20Springs%20Transfer%20Station\&query\_place\_id=ChIJ2bGCkedDE4cRzScdvbrzZ3c
Countrywide Dumpster Rental Colorado Springs,(719) 722-2190,sales@countrywidedumpsterrental.com,https://www.countrywidedumpsterrental.com/colorado-springs-co,Colorado Springs,80903,Waste management service,5,2,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,CO Springs/Pikes Peak,Colorado Springs,Regional Independent,Medium,State/regional branding in business name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Countrywide%20Dumpster%20Rental%20Colorado%20Springs\&query\_place\_id=ChIJFeiOAUdHE4cR-KdU\_HDjfTE
Cubic Hauling - Dumpster Rental,(719) 649-1417,info@cubichauling.com,https://www.cubichauling.com/,Colorado Springs,80904,Dumpster rental service,5,187,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Cubic%20Hauling%20-%20Dumpster%20Rental\&query\_place\_id=ChIJr1Q1I4dbE4cRyxOJaZmn1NY
DumpStor of Colorado Springs,(719) 895-3867,coloradosprings@DumpStor.com,https://www.dumpstor.com/colorado-springs-co/,Colorado Springs,80918,Dumpster rental service,5,119,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Regional Independent,Medium,State/regional branding in business name,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=DumpStor%20of%20Colorado%20Springs\&query\_place\_id=ChIJ4QPdFKyKv6cRVCReyXeNYbc
EZ ROLL OFF SERVICES LLC,(719) 492-2292,ez.roll.off53@gmail.com,https://www.ezrolloffservices.com/,Colorado Springs,80916,Dumpster rental service,4.8,26,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=EZ%20ROLL%20OFF%20SERVICES%20LLC\&query\_place\_id=ChIJE654UeIURAoRNJJqfjGvVkY
Iron Mountain Demolition & Roll-Off,(719) 634-0611,info@ironmountaincs.com,http://www.ironmountaincs.com/,Colorado Springs,80907,Waste management service,4.1,32,Both,Not Qualified,Business name indicates non-dumpster service,N/A,High,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Iron%20Mountain%20Demolition%20%26%20Roll-Off\&query\_place\_id=ChIJvUFLwuxPE4cRZpnkOYaJcKQ
Junk-N-Haul,(719) 249-0431,info@junknhaul.com,https://junknhaul.com/,Colorado Springs,80920,Debris removal service,4.9,543,Both,Not Qualified,No qualifying dumpster/roll-off signals found,N/A,Low,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Junk-N-Haul\&query\_place\_id=ChIJ8-luOie51KMRJjQ-nNgYJbg
Koscove Metal,(719) 636-3559,info@koscovemetal.com; thecove104@gmail.com,https://koscovemetal.com/,Colorado Springs,80905,Recycling center,4,271,Roll Off Dumpster Rental,Not Qualified,Disqualifying Google category: Recycling center,N/A,High,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Koscove%20Metal\&query\_place\_id=ChIJ83\_Diy9FE4cRpcoanFZJcpQ
"Liberty Disposal, Inc",(719) 399-4267,a.collins@ldi89.com; c.rosa@ldi89.com; j.felker@ldi89.com; j.mallory@ldi89.com; b.davis@ldi89.com; info@ldi89.com,https://www.ldi89.com/,Colorado Springs,80910,Waste management service,1.4,9,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Liberty%20Disposal%2C%20Inc\&query\_place\_id=ChIJkdFTHPFFE4cRSrbnlojsELA
Moon Junk Removal,(719) 453-8211,CustomerCare@MoonJunkRemoval.com,http://www.moonjunkremoval.com/,Colorado Springs,80903,Junk removal service,4.8,287,Roll Off Dumpster Rental,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Moon%20Junk%20Removal\&query\_place\_id=ChIJmQsDRD9t24gRWLQh0SJ8MKk
MOUNTAIN HIGH ROLL-OFFS,(719) 492-1856,info@mountainhighrolloffs.com,https://mountainhighrolloffs.com/,Colorado Springs,80909,Dumpster rental service,5,44,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=MOUNTAIN%20HIGH%20ROLL-OFFS\&query\_place\_id=ChIJixqMn1sh5oYRJzq1duzw9GE
NEW Disposal,(719) 799-9639,info@newdisposal.com; billing@newdisposal.com,https://newdisposal.com/,Colorado Springs,80906,Garbage collection service,4.4,19,Both,Not Qualified,Disqualifying Google category: Garbage collection service,N/A,High,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=NEW%20Disposal\&query\_place\_id=ChIJS8ieREZFE4cRtFueEY4DItM
Pikes Peak Junk Removal & Hauling,(719) 654-4455,anthony@pikespeakjunkremoval.com,https://www.pikespeakjunkremoval.com/,Colorado Springs,80918,Waste management service,5,330,Roll Off Dumpster Rental,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Pikes%20Peak%20Junk%20Removal%20%26%20Hauling\&query\_place\_id=ChIJ5R3cFvtJE4cRqsQZ0BeZxJs
Rapid-ó Rolloff (Colorado Springs),(719) 400-6826,rroffice@rapidorolloff.com,https://rapidorolloff.com/,Colorado Springs,80907,Dumpster rental service,5,2,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Regional Independent,Medium,State/regional branding in business name,B,Qualified + email contact available,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Rapid-%C3%B3%20Rolloff%20(Colorado%20Springs)\&query\_place\_id=ChIJUSPiSwZPE4cRv8u5gVzSQrA
SOCO Waste,(719) 357-8855,Service@SOCOWaste.com,https://www.socowaste.com/?utm\_source=google\&utm\_medium=organic\&utm\_campaign=GMB,Colorado Springs,80951,Waste management service,4.2,514,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=SOCO%20Waste\&query\_place\_id=ChIJ8fZ2\_MNDE4cRcHy4vzLcEKQ
The Good Guys At Earthwise Roll Off Dumpster Rentals,(719) 687-7900,support@proearthwise.com,https://www.thegoodguysatearthwise.com/,Colorado Springs,80910,Dumpster rental service,4.9,504,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,CO Springs/Pikes Peak,Colorado Springs,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=The%20Good%20Guys%20At%20Earthwise%20Roll%20Off%20Dumpster%20Rentals\&query\_place\_id=ChIJ2WXwX6daE4cR5BtNV9myCHY
Hillen's Brick Yard,(303) 287-2664,hillen@hillencorp.com,https://www.hillencorp.com/,Commerce City,80022,Demolition contractor,4.5,35,Both,Not Qualified,Disqualifying Google category: Demolition contractor,N/A,High,Denver Metro,Commerce City,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Hillen's%20Brick%20Yard\&query\_place\_id=ChIJ8cLwM65wbIcRe2ZYmYhv2wI
Humpty Dump Roll-Offs & Dumpsters,(844) 486-7893,office@humptydumpco.com,http://humptydumpco.com/,Commerce City,80022,Dumpster rental service,4.7,469,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,Commerce City,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Humpty%20Dump%20Roll-Offs%20%26%20Dumpsters\&query\_place\_id=ChIJTSFIxTJ\_bIcRpDuiHPrdACs
UpWaste Denver Dumpster Rental and Site Services,(720) 303-2181,info.den@cheapwaste.com; info.soflo@cheapwaste.com,https://cheapwaste.com/denver-dumpster-rental?utm\_campaign=SEO\&utm\_medium=website\_click\&utm\_source=GMB\_Denver,Commerce City,80022,Dumpster rental service,5,78,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,Commerce City,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=UpWaste%20Denver%20Dumpster%20Rental%20and%20Site%20Services\&query\_place\_id=ChIJ5XYyvCLuvWcRZOVP-eQLvQo
Countryside Disposal,(970) 565-8180,csd8180@gmail.com,http://www.countrysidedisposal.org/,Cortez,81321,Waste management service,4.8,44,Both,Qualified,Roll-off search source + qualifying business name,Roll-Off Dumpster Rental,Medium,Western Slope,Cortez,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Countryside%20Disposal\&query\_place\_id=ChIJaxWXTrBlOYcRk\_EvrziNkKY
MDS Waste and Recycle,(719) 658-3060,mdssolidwaste@gmail.com,http://www.mdswasteandrecycle.com/,Creede,81130,Waste management service,3.2,12,Both,Not Qualified,Business name indicates non-dumpster service,N/A,High,CO Springs/Pikes Peak,(719 area code),Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=MDS%20Waste%20and%20Recycle\&query\_place\_id=ChIJTdmo8URHPocRIdlxcu8XeAw
5280 Waste Solutions - Dumpster Rental in Colorado,(720) 809-7694,info@5280waste.com,https://www.5280waste.com/?utm\_campaign=gmb,Denver,80203,Dumpster rental service,4.3,137,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,Denver,Regional Independent,Medium,State/regional branding in business name,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=5280%20Waste%20Solutions%20-%20Dumpster%20Rental%20in%20Colorado\&query\_place\_id=ChIJ27Jtxhl3bIcR-q7F2tj7Bi0
Blue Bear Waste Services,(720) 818-7646,info@bluebearwaste.com,https://bluebearwaste.com/location/colorado/?utm\_source=google\&utm\_medium=organic\&utm\_campaign=gmb,Denver,80229,Dumpster rental service,4.8,83,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Blue%20Bear%20Waste%20Services\&query\_place\_id=ChIJX6Ij3PssqY4Rex9Hai47jMs
Cook Street Roll Offs & Recycling,(303) 947-4833,office@cookstdenver.com,https://cookstdenver.com/,Denver,80216,Dumpster rental service,5,19,Roll Off Dumpster Rental,Not Qualified,Business name indicates non-dumpster service,N/A,High,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,D,Disqualified — not a roll-off dumpster rental provider,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Cook%20Street%20Roll%20Offs%20%26%20Recycling\&query\_place\_id=ChIJI8v47S15bIcR12Vt-sbYT40
DumpStar,(720) 883-9310,dumpstardenver@gmail.com,https://dumpstardenver.com/,Denver,80223,Waste management service,5,36,Both,Maybe,"""Waste management service"" category — may include roll-off",Possible Waste/Dumpster,Low,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=DumpStar\&query\_place\_id=ChIJzdx0mHLqkKcRmzTseLhAlQg
Garbagio Dumpster Rental Denver,(303) 274-1500,info@garbagio.com,https://garbagio.com/,Denver,80216,Dumpster rental service,4.8,119,Both,Qualified,"""Dumpster rental service"" category + roll-off search source",Roll-Off Dumpster Rental,High,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,A,Qualified + email + strong reviews (4.5+/30+ or 100+) + local/regional ownership,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=Garbagio%20Dumpster%20Rental%20Denver\&query\_place\_id=ChIJsW4ZdAp5bIcRq8YMenfLEsM
JDog Junk Removal & Hauling South Denver,(720) 549-0911,centennial@jdog.com,https://www.jdogsouthdenver.com/,Denver,80223,Junk removal service,5,348,Commercial Dumpster Rental,Maybe,Business name suggests dumpster/hauling; category unclear,Possible Dumpster Rental,Low,Denver Metro,Denver,Local Independent,Low,Single-location branding; ownership not independently confirmed,C,Maybe classification + email — verify roll-off service before outreach,Public listing — not yet confirmed by provider,https://www.google.com/maps/search/?api=1\&query=JDog%20Junk%20Removal%20%26%20Hauling%20South%20Denver\&query\_place\_id=ChIJh8iNFHiPbIcRTI2Y5JCrlLI
